Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*
191;Terminy:select:1;11'00 19.11:4
191;Terminy:select:1;14'10 19.11:5
191;Terminy:select:1;16'20 19.11:6
191;Terminy:select:1;10'45 20.11:7
191;Terminy:select:1;16'20 20.11:8
191;Terminy:select:1;10'45 21.11:9
191;Terminy:select:1;16'20 21.11:10
191;Terminy:select:1;11'00 22.11:11
191;Terminy:select:1;14'10 22.11:12
191;Terminy:select:1;16'20 22.11:13
191;Terminy:select:1;11'00 23.11:14
191;Terminy:select:1;14'10 23.11:15
191;Terminy:select:1;16'20 23.11:16
191;Terminy:select:1;11'00 24.11:17
191;Terminy:select:1;14'10 24.11:18
191;Terminy:select:1;16'20 24.11:19
191;Terminy:select:1;11'10 25.11:20
191;Terminy:select:1;13'45 25.11:21
191;Terminy:select:1;14'40 25.11:22
192;Terminy:select:1;10'30 18.11:0
192;Terminy:select:1;17'20 18.11:1
192;Terminy:select:1;20'40 18.11:2
192;Terminy:select:1;12'10 19.11:3
192;Terminy:select:1;19'15 19.11:4
192;Terminy:select:1;12'10 20.11:5
192;Terminy:select:1;19'40 20.11:6
192;Terminy:select:1;12'10 21.11:7
192;Terminy:select:1;19'40 21.11:8
192;Terminy:select:1;12'10 22.11:9
192;Terminy:select:1;19'30 22.11:10
192;Terminy:select:1;12'10 23.11:11
192;Terminy:select:1;19'15 23.11:12
192;Terminy:select:1;12'10 24.11:13
192;Terminy:select:1;19'30 24.11:14
192;Terminy:select:1;12'10 25.11:15
192;Terminy:select:1;19'30 25.11:16
193;Terminy:select:1;13'50 18.11:0
193;Terminy:select:1;19'30 18.11:1
193;Terminy:select:1;15'30 19.11:2
193;Terminy:select:1;15'30 20.11:3
193;Terminy:select:1;15'30 21.11:4
193;Terminy:select:1;15'30 22.11:5
193;Terminy:select:1;15'30 23.11:6
193;Terminy:select:1;15'30 24.11:7
193;Terminy:select:1;15'30 25.11:8
194;Terminy:select:1;14'10 18.11:0
194;Terminy:select:1;16'00 18.11:1
194;Terminy:select:1;18'45 18.11:2
194;Terminy:select:1;21'00 18.11:3
194;Terminy:select:1;13'00 19.11:4
194;Terminy:select:1;15'45 19.11:5
194;Terminy:select:1;18'00 19.11:6
194;Terminy:select:1;20'30 19.11:7
194;Terminy:select:1;13'00 20.11:8
194;Terminy:select:1;15'45 20.11:9
194;Terminy:select:1;18'00 20.11:10
194;Terminy:select:1;20'30 20.11:11
194;Terminy:select:1;13'00 21.11:12
194;Terminy:select:1;15'45 21.11:13
194;Terminy:select:1;18'00 21.11:14
194;Terminy:select:1;20'30 21.11:15
194;Terminy:select:1;13'00 22.11:16
194;Terminy:select:1;15'45 22.11:17
194;Terminy:select:1;19'15 22.11:18
194;Terminy:select:1;21'40 22.11:19
194;Terminy:select:1;13'00 23.11:20
194;Terminy:select:1;15'45 23.11:21
194;Terminy:select:1;18'00 23.11:22
194;Terminy:select:1;20'30 23.11:23
194;Terminy:select:1;13'00 24.11:24
194;Terminy:select:1;15'45 24.11:25
194;Terminy:select:1;19'15 24.11:26
194;Terminy:select:1;21'40 24.11:27
194;Terminy:select:1;15'45 25.11:28
194;Terminy:select:1;19'15 25.11:29
194;Terminy:select:1;21'40 25.11:30
195;Terminy:select:1;12'50 18.11:0
195;Terminy:select:1;16'10 18.11:1
195;Terminy:select:1;20'00 18.11:2
195;Terminy:select:1;11'00 18.11:3
195;Terminy:select:1;19'30 19.11:4
195;Terminy:select:1;11'00 20.11:5
195;Terminy:select:1;19'20 20.11:6
195;Terminy:select:1;11'00 21.11:7
195;Terminy:select:1;19'20 21.11:8
195;Terminy:select:1;11'10 22.11:9
195;Terminy:select:1;20'15 22.11:10
195;Terminy:select:1;11'10 23.11:11
195;Terminy:select:1;19'30 23.11:12
195;Terminy:select:1;11'10 24.11:13
195;Terminy:select:1;20'00 24.11:14
195;Terminy:select:1;11'20 25.11:15
195;Terminy:select:1;20'15 25.11:16
196;Terminy:select:1;15'20 18.11:0
197;Terminy:select:1;10'20 18.11:0
198;Terminy:select:1;12'40 18.11:0
199;Terminy:select:1;15'40 18.11:0
199;Terminy:select:1;20'20 18.11:1
200;Terminy:select:1;13'40 18.11:0
201;Terminy:select:1;9'30 18.11:0
202;Terminy:select:1;10'40 18.11:0
203;Terminy:select:1;9'30 18.11:0
203;Terminy:select:1;10'30 19.11:1
203;Terminy:select:1;10'30 20.11:2
203;Terminy:select:1;10'30 21.11:3
203;Terminy:select:1;10'30 22.11:4
203;Terminy:select:1;10'30 23.11:5
203;Terminy:select:1;10'30 24.11:6
203;Terminy:select:1;10'30 25.11:7
204;Terminy:select:1;9'30 18.11:0
205;Terminy:select:1;9'45 18.11:0
206;Terminy:select:1;13'15 19.11:0
206;Terminy:select:1;18'45 19.11:1
206;Terminy:select:1;21'20 19.11:2
206;Terminy:select:1;13'15 20.11:3
206;Terminy:select:1;18'45 20.11:4
206;Terminy:select:1;21'20 20.11:5
206;Terminy:select:1;13'15 21.11:6
206;Terminy:select:1;18'45 21.11:7
206;Terminy:select:1;21'20 21.11:8
206;Terminy:select:1;13'15 22.11:9
206;Terminy:select:1;18'45 22.11:10
206;Terminy:select:1;21'20 22.11:11
206;Terminy:select:1;13'15 23.11:12
206;Terminy:select:1;18'45 23.11:13
206;Terminy:select:1;21'20 23.11:14
206;Terminy:select:1;13'15 24.11:15
206;Terminy:select:1;18'45 24.11:16
206;Terminy:select:1;21'20 24.11:17
206;Terminy:select:1;13'20 25.11:18
206;Terminy:select:1;18'45 25.11:19
206;Terminy:select:1;21'20 25.11:20
207;Terminy:select:1;11'40 19.11:0
207;Terminy:select:1;17'30 19.11:1
207;Terminy:select:1;11'15 20.11:2
207;Terminy:select:1;17'30 20.11:3
207;Terminy:select:1;11'15 21.11:4
207;Terminy:select:1;17'30 21.11:5
207;Terminy:select:1;11'20 22.11:6
207;Terminy:select:1;17'30 22.11:7
207;Terminy:select:1;11'20 23.11:8
207;Terminy:select:1;17'30 23.11:9
207;Terminy:select:1;11'20 24.11:10
207;Terminy:select:1;17'30 24.11:11
207;Terminy:select:1;11'00 25.11:12
207;Terminy:select:1;17'30 25.11:13
208;Terminy:select:1;14'45 19.11:0
208;Terminy:select:1;20'15 19.11:1
208;Terminy:select:1;14'45 20.11:2
208;Terminy:select:1;20'15 20.11:3
208;Terminy:select:1;14'45 21.11:4
208;Terminy:select:1;20'15 21.11:5
208;Terminy:select:1;14'45 22.11:6
208;Terminy:select:1;20'30 22.11:7
208;Terminy:select:1;14'45 23.11:8
208;Terminy:select:1;20'15 23.11:9
208;Terminy:select:1;14'45 24.11:10
208;Terminy:select:1;20'15 24.11:11
208;Terminy:select:1;14'50 25.11:12
208;Terminy:select:1;20'30 25.11:13
209;Terminy:select:1;10'00 19.11:0
209;Terminy:select:1;12'20 19.11:1
209;Terminy:select:1;14'30 19.11:2
209;Terminy:select:1;17'00 19.11:3
209;Terminy:select:1;10'00 20.11:4
209;Terminy:select:1;12'20 20.11:5
209;Terminy:select:1;14'30 20.11:6
209;Terminy:select:1;17'15 20.11:7
209;Terminy:select:1;10'00 21.11:8
209;Terminy:select:1;12'20 21.11:9
209;Terminy:select:1;14'30 21.11:10
209;Terminy:select:1;17'15 21.11:11
209;Terminy:select:1;10'00 22.11:12
209;Terminy:select:1;12'20 22.11:13
209;Terminy:select:1;14'30 22.11:14
209;Terminy:select:1;17'00 22.11:15
209;Terminy:select:1;10'00 23.11:16
209;Terminy:select:1;12'20 23.11:17
209;Terminy:select:1;14'30 23.11:18
209;Terminy:select:1;17'00 23.11:19
209;Terminy:select:1;10'00 24.11:20
209;Terminy:select:1;12'20 24.11:21
209;Terminy:select:1;14'30 24.11:22
209;Terminy:select:1;17'00 24.11:23
209;Terminy:select:1;10'00 25.11:24
209;Terminy:select:1;12'20 25.11:25
209;Terminy:select:1;17'00 25.11:26
210;Terminy:select:1;10'20 19.11:0
210;Terminy:select:1;15'20 19.11:1
210;Terminy:select:1;17'15 19.11:2
210;Terminy:select:1;10'20 20.11:3
210;Terminy:select:1;15'20 20.11:4
210;Terminy:select:1;10'20 21.11:5
210;Terminy:select:1;15'20 21.11:6
210;Terminy:select:1;10'20 22.11:7
210;Terminy:select:1;15'20 22.11:8
210;Terminy:select:1;17'15 22.11:9
210;Terminy:select:1;10'20 23.11:10
210;Terminy:select:1;15'20 23.11:11
210;Terminy:select:1;17'15 23.11:12
210;Terminy:select:1;10'20 24.11:13
210;Terminy:select:1;15'20 24.11:14
210;Terminy:select:1;17'15 24.11:15
210;Terminy:select:1;10'20 25.11:16
210;Terminy:select:1;15'20 25.11:17
210;Terminy:select:1;17'15 25.11:18
211;Terminy:select:1;19'00 19.11:0
211;Terminy:select:1;21'30 19.11:1
211;Terminy:select:1;19'00 20.11:2
211;Terminy:select:1;21'30 20.11:3
211;Terminy:select:1;19'00 21.11:4
211;Terminy:select:1;21'30 21.11:5
211;Terminy:select:1;19'00 22.11:6
211;Terminy:select:1;21'30 22.11:7
211;Terminy:select:1;19'00 23.11:8
211;Terminy:select:1;21'30 23.11:9
211;Terminy:select:1;19'00 24.11:10
211;Terminy:select:1;21'30 24.11:11
211;Terminy:select:1;19'00 25.11:12
211;Terminy:select:1;21'30 25.11:13
212;Terminy:select:1;12'00 19.11:0
213;Terminy:select:1;9'55 19.11:0
214;Terminy:select:1;14'00 20.11:0
214;Terminy:select:1;17'00 20.11:1
214;Terminy:select:1;14'00 21.11:2
214;Terminy:select:1;17'00 21.11:3
215;Terminy:select:1;18'00 22.11:0
216;Terminy:select:1;18'00* 24.11:0
217;Terminy:select:1;13'00 25.11:0
217;Terminy:select:1;18'00 25.11:1
218;Terminy:select:1;9'00 25.11:0
219;Terminy:select:1;13'00* 18.11:0
219;Terminy:select:1;18'00* 18.11:1
220;Terminy:select:1;14'30 18.11:0
220;Terminy:select:1;20'30 18.11:1
220;Terminy:select:1;10'45 18.11:2
220;Terminy:select:1;13'20 18.11:3
220;Terminy:select:1;16'00 18.11:4
220;Terminy:select:1;18'15 18.11:5
220;Terminy:select:1;19'00 18.11:6
220;Terminy:select:1;21'40 18.11:7
220;Terminy:select:1;22'00 19.11:8
220;Terminy:select:1;13'50 19.11:9
220;Terminy:select:1;16'20 19.11:10
220;Terminy:select:1;19'00 19.11:11
220;Terminy:select:1;19'50 19.11:12
220;Terminy:select:1;21'30 19.11:13
220;Terminy:select:1;22'00 20.11:14
220;Terminy:select:1;13'50 20.11:15
220;Terminy:select:1;16'20 20.11:16
220;Terminy:select:1;19'00 20.11:17
220;Terminy:select:1;19'50 20.11:18
220;Terminy:select:1;21'30 20.11:19
220;Terminy:select:1;22'00 21.11:20
220;Terminy:select:1;13'50 21.11:21
220;Terminy:select:1;16'20 21.11:22
220;Terminy:select:1;19'00 21.11:23
220;Terminy:select:1;19'50 21.11:24
220;Terminy:select:1;21'30 21.11:25
220;Terminy:select:1;22'00 22.11:26
220;Terminy:select:1;13'50 22.11:27
220;Terminy:select:1;16'20 22.11:28
220;Terminy:select:1;19'00 22.11:29
220;Terminy:select:1;19'50 22.11:30
220;Terminy:select:1;21'30 22.11:31
220;Terminy:select:1;22'00 23.11:32
220;Terminy:select:1;13'50 23.11:33
220;Terminy:select:1;16'20 23.11:34
220;Terminy:select:1;19'00 23.11:35
220;Terminy:select:1;19'50 23.11:36
220;Terminy:select:1;21'30 23.11:37
220;Terminy:select:1;22'00 24.11:38
220;Terminy:select:1;13'50 24.11:39
220;Terminy:select:1;16'20 24.11:40
220;Terminy:select:1;19'00 24.11:41
220;Terminy:select:1;19'50 24.11:42
220;Terminy:select:1;21'30 24.11:43
220;Terminy:select:1;22'00 25.11:44
220;Terminy:select:1;13'50 25.11:45
220;Terminy:select:1;16'20 25.11:46
220;Terminy:select:1;19'00 25.11:47
220;Terminy:select:1;19'50 25.11:48
220;Terminy:select:1;21'30 25.11:49
221;Terminy:select:1;16'15 18.11:0
221;Terminy:select:1;10'10 18.11:1
221;Terminy:select:1;12'40 18.11:2
221;Terminy:select:1;14'40 18.11:3
221;Terminy:select:1;16'45 18.11:4
221;Terminy:select:1;18'45 18.11:5
221;Terminy:select:1;10'10 19.11:6
221;Terminy:select:1;11'30 19.11:7
221;Terminy:select:1;15'10 19.11:8
221;Terminy:select:1;10'00 20.11:9
221;Terminy:select:1;11'30 20.11:10
221;Terminy:select:1;15'10 20.11:11
221;Terminy:select:1;10'00 21.11:12
221;Terminy:select:1;11'30 21.11:13
221;Terminy:select:1;15'10 21.11:14
221;Terminy:select:1;10'00 22.11:15
221;Terminy:select:1;11'40 22.11:16
221;Terminy:select:1;15'10 22.11:17
221;Terminy:select:1;10'00 23.11:18
221;Terminy:select:1;11'30 23.11:19
221;Terminy:select:1;15'10 23.11:20
221;Terminy:select:1;10'20 24.11:21
221;Terminy:select:1;11'45 24.11:22
221;Terminy:select:1;15'10 24.11:23
221;Terminy:select:1;10'30 25.11:24
221;Terminy:select:1;11'45 25.11:25
221;Terminy:select:1;15'10 25.11:26
222;Terminy:select:1;18'30 18.11:0
222;Terminy:select:1;14'20 18.11:1
222;Terminy:select:1;21'00 18.11:2
222;Terminy:select:1;18'45 19.11:3
222;Terminy:select:1;13'40 19.11:4
222;Terminy:select:1;20'20 19.11:5
222;Terminy:select:1;18'40 20.11:6
222;Terminy:select:1;13'40 20.11:7
222;Terminy:select:1;20'20 20.11:8
222;Terminy:select:1;18'40 21.11:9
222;Terminy:select:1;13'40 21.11:10
222;Terminy:select:1;20'20 21.11:11
222;Terminy:select:1;18'40 22.11:12
222;Terminy:select:1;13'40 22.11:13
222;Terminy:select:1;20'20 22.11:14
222;Terminy:select:1;18'40 23.11:15
222;Terminy:select:1;13'40 23.11:16
222;Terminy:select:1;20'20 23.11:17
222;Terminy:select:1;18'40 24.11:18
222;Terminy:select:1;13'40 24.11:19
222;Terminy:select:1;20'20 24.11:20
222;Terminy:select:1;18'40 25.11:21
222;Terminy:select:1;13'40 25.11:22
222;Terminy:select:1;20'20 25.11:23
223;Terminy:select:1;11'00 18.11:0
223;Terminy:select:1;17'40 18.11:1
223;Terminy:select:1;15'30 19.11:2
223;Terminy:select:1;10'20 19.11:3
223;Terminy:select:1;17'00 19.11:4
223;Terminy:select:1;10'20 20.11:5
223;Terminy:select:1;17'00 20.11:6
223;Terminy:select:1;10'20 21.11:7
223;Terminy:select:1;17'00 21.11:8
223;Terminy:select:1;15'20 22.11:9
223;Terminy:select:1;10'20 22.11:10
223;Terminy:select:1;17'00 22.11:11
223;Terminy:select:1;15'20 23.11:12
223;Terminy:select:1;10'20 23.11:13
223;Terminy:select:1;17'00 23.11:14
223;Terminy:select:1;15'20 24.11:15
223;Terminy:select:1;10'20 24.11:16
223;Terminy:select:1;17'00 24.11:17
223;Terminy:select:1;15'20 25.11:18
223;Terminy:select:1;10'20 25.11:19
223;Terminy:select:1;17'00 25.11:20
224;Terminy:select:1;10'30 18.11:0
224;Terminy:select:1;15'30 18.11:1
224;Terminy:select:1;17'00 18.11:2
224;Terminy:select:1;19'15 18.11:3
224;Terminy:select:1;21'30 18.11:4
224;Terminy:select:1;10'00 19.11:5
224;Terminy:select:1;12'20 19.11:6
224;Terminy:select:1;15'40 19.11:7
224;Terminy:select:1;18'00 19.11:8
224;Terminy:select:1;20'30 19.11:9
224;Terminy:select:1;12'30 20.11:10
224;Terminy:select:1;15'40 20.11:11
224;Terminy:select:1;18'00 20.11:12
224;Terminy:select:1;20'30 20.11:13
224;Terminy:select:1;12'30 21.11:14
224;Terminy:select:1;15'40 21.11:15
224;Terminy:select:1;18'00 21.11:16
224;Terminy:select:1;20'30 21.11:17
224;Terminy:select:1;10'10 22.11:18
224;Terminy:select:1;12'30 22.11:19
224;Terminy:select:1;15'40 22.11:20
224;Terminy:select:1;20'30 22.11:21
224;Terminy:select:1;10'10 23.11:22
224;Terminy:select:1;12'30 23.11:23
224;Terminy:select:1;15'40 23.11:24
224;Terminy:select:1;18'00 23.11:25
224;Terminy:select:1;20'30 23.11:26
224;Terminy:select:1;10'10 24.11:27
224;Terminy:select:1;12'20 24.11:28
224;Terminy:select:1;15'40 24.11:29
224;Terminy:select:1;18'00 24.11:30
224;Terminy:select:1;20'30 24.11:31
224;Terminy:select:1;10'10 25.11:32
224;Terminy:select:1;12'30 25.11:33
224;Terminy:select:1;15'40 25.11:34
224;Terminy:select:1;17'45 25.11:35
224;Terminy:select:1;20'30 25.11:36
225;Terminy:select:1;11'20 18.11:0
225;Terminy:select:1;17'15 18.11:1
225;Terminy:select:1;20'15 18.11:2
225;Terminy:select:1;10'00 18.11:3
225;Terminy:select:1;14'00 19.11:4
225;Terminy:select:1;20'00 19.11:5
225;Terminy:select:1;10'00 19.11:6
225;Terminy:select:1;12'50 20.11:7
225;Terminy:select:1;20'00 20.11:8
225;Terminy:select:1;11'00 20.11:9
225;Terminy:select:1;13'00 21.11:10
225;Terminy:select:1;20'00 21.11:11
225;Terminy:select:1;11'00 21.11:12
225;Terminy:select:1;14'00 22.11:13
225;Terminy:select:1;20'00 22.11:14
225;Terminy:select:1;11'00 22.11:15
225;Terminy:select:1;14'00 23.11:16
225;Terminy:select:1;20'00 23.11:17
225;Terminy:select:1;11'00 23.11:18
225;Terminy:select:1;14'00 24.11:19
225;Terminy:select:1;20'00 24.11:20
225;Terminy:select:1;11'00 24.11:21
225;Terminy:select:1;14'00 25.11:22
225;Terminy:select:1;20'00 25.11:23
225;Terminy:select:1;11'00 25.11:24
226;Terminy:select:1;13'45 18.11:0
226;Terminy:select:1;15'45 18.11:1
226;Terminy:select:1;13'00 19.11:2
226;Terminy:select:1;14'30 20.11:3
226;Terminy:select:1;14'30 21.11:4
226;Terminy:select:1;12'50 22.11:5
226;Terminy:select:1;12'50 23.11:6
226;Terminy:select:1;12'50 24.11:7
226;Terminy:select:1;10'00 24.11:8
226;Terminy:select:1;12'50 25.11:9
227;Terminy:select:1;11'10 18.11:0
227;Terminy:select:1;9'00 22.11:1
227;Terminy:select:1;10'00 25.11:2
228;Terminy:select:1;21'50 18.11:0
228;Terminy:select:1;21'15 18.11:1
229;Terminy:select:1;12'30 18.11:0
230;Terminy:select:1;12'10 18.11:0
230;Terminy:select:1;17'30 18.11:1
230;Terminy:select:1;20'40 18.11:2
231;Terminy:select:1;11'30 18.11:0
231;Terminy:select:1;10'20 18.11:1
231;Terminy:select:1;13'30 18.11:2
231;Terminy:select:1;14'50 18.11:3
232;Terminy:select:1;20'50 18.11:0
233;Terminy:select:1;15'15 18.11:0
234;Terminy:select:1;10'50 19.11:0
234;Terminy:select:1;13'15 19.11:1
234;Terminy:select:1;18'20 19.11:2
234;Terminy:select:1;20'50 19.11:3
234;Terminy:select:1;10'50 20.11:4
234;Terminy:select:1;13'15 20.11:5
234;Terminy:select:1;18'20 20.11:6
234;Terminy:select:1;20'50 20.11:7
234;Terminy:select:1;10'50 21.11:8
234;Terminy:select:1;13'15 21.11:9
234;Terminy:select:1;18'20 21.11:10
234;Terminy:select:1;20'50 21.11:11
234;Terminy:select:1;10'50 22.11:12
234;Terminy:select:1;13'15 22.11:13
234;Terminy:select:1;18'20 22.11:14
234;Terminy:select:1;20'50 22.11:15
234;Terminy:select:1;10'50 23.11:16
234;Terminy:select:1;13'15 23.11:17
234;Terminy:select:1;18'20 23.11:18
234;Terminy:select:1;20'50 23.11:19
234;Terminy:select:1;10'50 24.11:20
234;Terminy:select:1;13'15 24.11:21
234;Terminy:select:1;18'20 24.11:22
234;Terminy:select:1;20'50 24.11:23
234;Terminy:select:1;14'15 25.11:24
234;Terminy:select:1;18'20 25.11:25
234;Terminy:select:1;20'50 25.11:26
235;Terminy:select:1;11'15 19.11:0
235;Terminy:select:1;15'00 19.11:1
235;Terminy:select:1;17'45 19.11:2
235;Terminy:select:1;11'20 20.11:3
235;Terminy:select:1;15'00 20.11:4
235;Terminy:select:1;17'45 20.11:5
235;Terminy:select:1;11'20 21.11:6
235;Terminy:select:1;15'00 21.11:7
235;Terminy:select:1;17'45 21.11:8
235;Terminy:select:1;11'15 22.11:9
235;Terminy:select:1;17'15 22.11:10
235;Terminy:select:1;12'15 22.11:11
235;Terminy:select:1;11'15 23.11:12
235;Terminy:select:1;15'00 23.11:13
235;Terminy:select:1;17'45 23.11:14
235;Terminy:select:1;11'15 24.11:15
235;Terminy:select:1;15'10 24.11:16
235;Terminy:select:1;17'50 24.11:17
235;Terminy:select:1;11'20 25.11:18
235;Terminy:select:1;17'15 25.11:19
235;Terminy:select:1;12'15 25.11:20
236;Terminy:select:1;17'15 19.11:0
236;Terminy:select:1;12'20 19.11:1
236;Terminy:select:1;20'40 19.11:2
236;Terminy:select:1;17'15 20.11:3
236;Terminy:select:1;12'15 20.11:4
236;Terminy:select:1;20'40 20.11:5
236;Terminy:select:1;17'15 21.11:6
236;Terminy:select:1;12'15 21.11:7
236;Terminy:select:1;20'40 21.11:8
236;Terminy:select:1;15'00 22.11:9
236;Terminy:select:1;20'10 22.11:10
236;Terminy:select:1;17'15 23.11:11
236;Terminy:select:1;12'15 23.11:12
236;Terminy:select:1;20'40 23.11:13
236;Terminy:select:1;17'15 24.11:14
236;Terminy:select:1;12'30 24.11:15
236;Terminy:select:1;20'40 24.11:16
236;Terminy:select:1;15'00 25.11:17
236;Terminy:select:1;20'10 25.11:18
237;Terminy:select:1;10'30 19.11:0
237;Terminy:select:1;12'50 19.11:1
237;Terminy:select:1;14'20 19.11:2
237;Terminy:select:1;17'30 19.11:3
237;Terminy:select:1;10'30 20.11:4
237;Terminy:select:1;12'40 20.11:5
237;Terminy:select:1;14'15 20.11:6
237;Terminy:select:1;17'30 20.11:7
237;Terminy:select:1;10'30 21.11:8
237;Terminy:select:1;12'40 21.11:9
237;Terminy:select:1;14'15 21.11:10
237;Terminy:select:1;17'30 21.11:11
237;Terminy:select:1;10'30 22.11:12
237;Terminy:select:1;12'40 22.11:13
237;Terminy:select:1;14'15 22.11:14
237;Terminy:select:1;17'30 22.11:15
237;Terminy:select:1;9'45 22.11:16
237;Terminy:select:1;10'30 23.11:17
237;Terminy:select:1;12'40 23.11:18
237;Terminy:select:1;14'15 23.11:19
237;Terminy:select:1;17'30 23.11:20
237;Terminy:select:1;10'30 24.11:21
237;Terminy:select:1;12'40 24.11:22
237;Terminy:select:1;14'15 24.11:23
237;Terminy:select:1;17'30 24.11:24
237;Terminy:select:1;10'00 25.11:25
237;Terminy:select:1;10'50 25.11:26
237;Terminy:select:1;13'15 25.11:27
237;Terminy:select:1;17'30 25.11:28
238;Terminy:select:1;10'40 19.11:0
238;Terminy:select:1;12'30 19.11:1
238;Terminy:select:1;14'45 19.11:2
238;Terminy:select:1;16'30 19.11:3
238;Terminy:select:1;10'40 20.11:4
238;Terminy:select:1;14'45 20.11:5
238;Terminy:select:1;16'30 20.11:6
238;Terminy:select:1;10'40 21.11:7
238;Terminy:select:1;14'45 21.11:8
238;Terminy:select:1;16'30 21.11:9
238;Terminy:select:1;14'45 22.11:10
238;Terminy:select:1;16'30 22.11:11
238;Terminy:select:1;10'30 22.11:12
238;Terminy:select:1;10'40 23.11:13
238;Terminy:select:1;14'45 23.11:14
238;Terminy:select:1;16'30 23.11:15
238;Terminy:select:1;10'00 24.11:16
238;Terminy:select:1;14'45 24.11:17
238;Terminy:select:1;16'30 24.11:18
238;Terminy:select:1;11'10 25.11:19
238;Terminy:select:1;14'45 25.11:20
238;Terminy:select:1;16'30 25.11:21
239;Terminy:select:1;16'50 19.11:0
239;Terminy:select:1;19'20 19.11:1
239;Terminy:select:1;21'50 19.11:2
239;Terminy:select:1;16'50 20.11:3
239;Terminy:select:1;19'20 20.11:4
239;Terminy:select:1;21'50 20.11:5
239;Terminy:select:1;16'50 21.11:6
239;Terminy:select:1;19'20 21.11:7
239;Terminy:select:1;21'50 21.11:8
239;Terminy:select:1;16'50 22.11:9
239;Terminy:select:1;19'20 22.11:10
239;Terminy:select:1;21'50 22.11:11
239;Terminy:select:1;16'50 23.11:12
239;Terminy:select:1;19'20 23.11:13
239;Terminy:select:1;21'50 23.11:14
239;Terminy:select:1;16'50 24.11:15
239;Terminy:select:1;19'20 24.11:16
239;Terminy:select:1;21'50 24.11:17
239;Terminy:select:1;16'50 25.11:18
239;Terminy:select:1;19'20 25.11:19
239;Terminy:select:1;21'50 25.11:20
240;Terminy:select:1;16'10 20.11:0
240;Terminy:select:1;10'10 20.11:1
240;Terminy:select:1;16'20 21.11:2
240;Terminy:select:1;10'10 21.11:3
241;Terminy:select:1;18'00 22.11:0
242;Terminy:select:1;18'00 22.11:0
243;Terminy:select:1;13'00* 25.11:0
243;Terminy:select:1;18'00* 25.11:1
244;Terminy:select:1;9'00 25.11:0
245;Terminy:select:1;13'00 18.11:0
245;Terminy:select:1;18'00 18.11:1
246;Terminy:select:1;12'00 18.11:0
246;Terminy:select:1;14'40 18.11:1
246;Terminy:select:1;17'20 18.11:2
246;Terminy:select:1;19'10 18.11:3
246;Terminy:select:1;20'00 18.11:4
246;Terminy:select:1;21'45 18.11:5
246;Terminy:select:1;10'45 19.11:6
246;Terminy:select:1;13'30 19.11:7
246;Terminy:select:1;15'20 19.11:8
246;Terminy:select:1;18'00 19.11:9
246;Terminy:select:1;20'40 19.11:10
246;Terminy:select:1;10'50 20.11:11
246;Terminy:select:1;13'30 20.11:12
246;Terminy:select:1;15'20 20.11:13
246;Terminy:select:1;18'00 20.11:14
246;Terminy:select:1;20'40 20.11:15
246;Terminy:select:1;10'50 21.11:16
246;Terminy:select:1;13'30 21.11:17
246;Terminy:select:1;15'20 21.11:18
246;Terminy:select:1;18'00 21.11:19
246;Terminy:select:1;20'40 21.11:20
246;Terminy:select:1;10'45 22.11:21
246;Terminy:select:1;13'30 22.11:22
246;Terminy:select:1;15'30 22.11:23
246;Terminy:select:1;18'10 22.11:24
246;Terminy:select:1;20'50 22.11:25
246;Terminy:select:1;10'45 23.11:26
246;Terminy:select:1;13'30 23.11:27
246;Terminy:select:1;15'20 23.11:28
246;Terminy:select:1;18'00 23.11:29
246;Terminy:select:1;20'40 23.11:30
246;Terminy:select:1;10'45 24.11:31
246;Terminy:select:1;13'30 24.11:32
246;Terminy:select:1;15'20 24.11:33
246;Terminy:select:1;18'00 24.11:34
246;Terminy:select:1;20'40 24.11:35
246;Terminy:select:1;10'45 25.11:36
246;Terminy:select:1;13'30 25.11:37
246;Terminy:select:1;15'30 25.11:38
246;Terminy:select:1;18'10 25.11:39
246;Terminy:select:1;20'50 25.11:40
247;Terminy:select:1;10'50 18.11:0
247;Terminy:select:1;14'50 18.11:1
247;Terminy:select:1;17'00 18.11:2
247;Terminy:select:1;18'45 18.11:3
247;Terminy:select:1;10'00 19.11:4
247;Terminy:select:1;12'10 19.11:5
247;Terminy:select:1;14'15 19.11:6
247;Terminy:select:1;16'20 19.11:7
247;Terminy:select:1;10'10 20.11:8
247;Terminy:select:1;12'20 20.11:9
247;Terminy:select:1;16'50 20.11:10
247;Terminy:select:1;10'10 21.11:11
247;Terminy:select:1;12'20 21.11:12
247;Terminy:select:1;16'50 21.11:13
247;Terminy:select:1;10'15 22.11:14
247;Terminy:select:1;12'40 22.11:15
247;Terminy:select:1;16'45 22.11:16
247;Terminy:select:1;10'10 23.11:17
247;Terminy:select:1;12'40 23.11:18
247;Terminy:select:1;16'45 23.11:19
247;Terminy:select:1;10'10 24.11:20
247;Terminy:select:1;12'40 24.11:21
247;Terminy:select:1;16'45 24.11:22
247;Terminy:select:1;12'20 25.11:23
247;Terminy:select:1;16'45 25.11:24
248;Terminy:select:1;14'20 18.11:0
248;Terminy:select:1;21'00 18.11:1
248;Terminy:select:1;17'00 19.11:2
248;Terminy:select:1;20'20 19.11:3
248;Terminy:select:1;17'00 20.11:4
248;Terminy:select:1;20'20 20.11:5
